DateTime,timestamp,Open,High,Low,Close,Volume,data_get_time
2021-09-09,1631145600000,46014.25,47338.87,45508.88,46358.44,288.664531,2024-03-27 04:49:38
2021-09-10,1631232000000,46358.44,46998.0,44150.0,44830.7,369.397501,2024-03-27 04:49:38
2021-09-11,1631318400000,44830.7,45943.71,44727.84,45131.32,289.418999,2024-03-27 04:49:38
2021-09-12,1631404800000,45131.32,46377.51,44713.09,45986.0,254.371103,2024-03-27 04:49:38
2021-09-13,1631491200000,45986.0,46782.0,43381.99,44910.13,476.493014,2024-03-27 04:49:38
2021-09-14,1631577600000,44910.13,47233.76,44590.01,47100.0,340.498618,2024-03-27 04:49:38
2021-09-15,1631664000000,47100.0,48444.0,46686.86,48128.25,302.601632,2024-03-27 04:49:38
2021-09-16,1631750400000,48128.25,48470.0,47020.51,47729.93,262.464978,2024-03-27 04:49:38
2021-09-17,1631836800000,47729.93,48142.22,46750.01,47290.58,227.556339,2024-03-27 04:49:38
2021-09-18,1631923200000,47290.58,48773.78,47058.1,48272.38,185.709749,2024-03-27 04:49:38
2021-09-19,1632009600000,48272.38,48328.8,46864.83,47252.31,180.834669,2024-03-27 04:49:38
2021-09-20,1632096000000,47252.31,47338.82,42523.37,43049.82,531.465973,2024-03-27 04:49:38
2021-09-21,1632182400000,43049.82,43600.3,39632.1,40717.22,768.442768,2024-03-27 04:49:38
2021-09-22,1632268800000,40717.22,43989.99,40572.28,43514.57,368.823524,2024-03-27 04:49:38
2021-09-23,1632355200000,43514.57,44931.18,43043.57,44811.07,294.205773,2024-03-27 04:49:38
2021-09-24,1632441600000,44811.07,45100.99,40735.01,42804.98,472.905144,2024-03-27 04:49:38
2021-09-25,1632528000000,42804.98,42950.69,41642.65,42665.0,191.811663,2024-03-27 04:49:38
2021-09-26,1632614400000,42665.0,43876.81,40767.63,43127.93,324.542433,2024-03-27 04:49:38
2021-09-27,1632700800000,43127.93,44285.56,42112.08,42149.18,244.021722,2024-03-27 04:49:38
2021-09-28,1632787200000,42149.18,42753.37,40884.38,41028.29,254.164305,2024-03-27 04:49:38
2021-09-29,1632873600000,41028.29,42577.27,40769.0,41512.51,301.226587,2024-03-27 04:49:38
2021-09-30,1632960000000,41512.51,44067.0,41402.52,43801.54,335.265109,2024-03-27 04:49:38
2021-10-01,1633046400000,43801.54,48420.0,43283.41,48114.61,525.125568,2024-03-27 04:49:38
2021-10-02,1633132800000,48114.61,48252.31,47394.19,47641.01,263.122172,2024-03-27 04:49:38
2021-10-03,1633219200000,47641.01,49240.0,47099.99,48200.0,257.724141,2024-03-27 04:49:38
2021-10-04,1633305600000,48200.0,49490.0,46930.65,49245.76,913.675792,2024-03-27 04:49:38
2021-10-05,1633392000000,49245.76,51870.0,49043.88,51473.85,1028.261671,2024-03-27 04:49:38
2021-10-06,1633478400000,51473.85,55750.0,50400.0,55300.01,1100.045644,2024-03-27 04:49:38
2021-10-07,1633564800000,55300.01,55313.68,53422.04,53801.17,774.557183,2024-03-27 04:49:38
2021-10-08,1633651200000,53801.17,56102.37,53660.0,53949.01,825.077233,2024-03-27 04:49:38
2021-10-09,1633737600000,53949.01,55470.0,53680.01,54934.91,782.695321,2024-03-27 04:49:38
2021-10-10,1633824000000,54934.91,56550.0,54024.15,54668.53,1019.131803,2024-03-27 04:49:38
2021-10-11,1633910400000,54668.53,57800.0,54450.0,57506.97,737.101737,2024-03-27 04:49:38
2021-10-12,1633996800000,57506.97,57631.0,53950.83,55999.63,851.978777,2024-03-27 04:49:38
2021-10-13,1634083200000,55999.63,57733.52,54253.37,57364.71,908.039309,2024-03-27 04:49:38
2021-10-14,1634169600000,57364.71,58500.0,56803.97,57343.15,691.736737,2024-03-27 04:49:38
2021-10-15,1634256000000,57343.15,62790.0,56850.01,61585.55,1006.980643,2024-03-27 04:49:38
2021-10-16,1634342400000,61585.55,62300.39,60135.0,60863.16,555.703159,2024-03-27 04:49:38
2021-10-17,1634428800000,60863.16,61700.37,59000.0,61541.87,724.426375,2024-03-27 04:49:38
2021-10-18,1634515200000,61541.87,62600.0,59830.3,62022.11,795.161235,2024-03-27 04:49:38
2021-10-19,1634601600000,62022.11,64450.0,61244.06,64224.62,679.630752,2024-03-27 04:49:38
2021-10-20,1634688000000,64224.62,66934.88,63502.65,65998.65,610.317625,2024-03-27 04:49:38
2021-10-21,1634774400000,65998.65,66645.39,62077.0,62228.43,1019.22596,2024-03-27 04:49:38
2021-10-22,1634860800000,62228.43,63702.34,60011.11,60719.0,924.757517,2024-03-27 04:49:38
2021-10-23,1634947200000,60719.0,61704.21,59700.0,61314.15,553.820131,2024-03-27 04:49:38
2021-10-24,1635033600000,61314.15,61490.02,59508.0,60873.54,575.617262,2024-03-27 04:49:38
2021-10-25,1635120000000,60873.54,63709.8,60668.56,63078.41,527.905248,2024-03-27 04:49:38
2021-10-26,1635206400000,63078.41,63300.0,59900.0,60292.0,541.859274,2024-03-27 04:49:38
2021-10-27,1635292800000,60292.0,61434.44,58051.0,58485.76,896.591871,2024-03-27 04:49:38
2021-10-28,1635379200000,58485.76,62500.0,57948.02,60566.68,684.597324,2024-03-27 04:49:38
2021-10-29,1635465600000,60566.68,62935.25,60200.0,62250.71,380.384472,2024-03-27 04:49:38
2021-10-30,1635552000000,62250.71,62340.07,60686.29,61793.47,215.66573,2024-03-27 04:49:38
2021-10-31,1635638400000,61793.47,62352.92,60000.0,61241.16,261.088116,2024-03-27 04:49:38
2021-11-01,1635724800000,61241.16,62378.38,59439.77,60839.3,281.500271,2024-03-27 04:49:38
2021-11-02,1635811200000,60839.3,64270.92,60577.52,63182.5,416.920817,2024-03-27 04:49:38
2021-11-03,1635897600000,63182.5,63483.12,60373.11,62899.86,413.924393,2024-03-27 04:49:38
2021-11-04,1635984000000,62899.86,63088.61,60676.02,61382.1,291.231769,2024-03-27 04:49:38
2021-11-05,1636070400000,61382.1,62566.94,60681.51,60947.75,336.575891,2024-03-27 04:49:38
2021-11-06,1636156800000,60947.75,61550.78,60007.19,61428.16,348.747602,2024-03-27 04:49:38
2021-11-07,1636243200000,61428.16,63254.16,61300.03,63239.98,274.893108,2024-03-27 04:49:38
2021-11-08,1636329600000,63239.98,67728.2,63239.98,67465.37,629.783858,2024-03-27 04:49:38
2021-11-09,1636416000000,67465.37,68469.98,66150.0,66893.63,643.383138,2024-03-27 04:49:38
2021-11-10,1636502400000,66893.63,68967.21,62870.02,64892.02,906.447101,2024-03-27 04:49:38
2021-11-11,1636588800000,64892.02,65549.99,64100.0,64719.44,501.693509,2024-03-27 04:49:38
2021-11-12,1636675200000,64719.44,65367.6,62304.06,64114.27,633.572225,2024-03-27 04:49:38
2021-11-13,1636761600000,64114.27,64916.63,63333.93,64365.7,308.202522,2024-03-27 04:49:38
2021-11-14,1636848000000,64365.7,65498.64,63594.01,65475.82,415.204178,2024-03-27 04:49:38
2021-11-15,1636934400000,65475.82,66293.41,63381.57,63569.18,569.737008,2024-03-27 04:49:38
2021-11-16,1637020800000,63569.18,63569.18,58568.65,60104.47,1359.14985,2024-03-27 04:49:38
2021-11-17,1637107200000,60104.47,60757.07,58352.31,60300.53,869.979815,2024-03-27 04:49:38
2021-11-18,1637193600000,60300.53,60876.3,56505.0,56930.86,1102.925096,2024-03-27 04:49:38
2021-11-19,1637280000000,56930.86,58345.34,55637.6,58081.7,835.92898,2024-03-27 04:49:38
2021-11-20,1637366400000,58081.7,59844.27,57399.0,59696.54,485.840542,2024-03-27 04:49:38
2021-11-21,1637452800000,59696.54,60000.0,58544.02,58658.24,537.007897,2024-03-27 04:49:38
2021-11-22,1637539200000,58658.24,59398.99,55625.01,56274.98,822.965638,2024-03-27 04:49:38
2021-11-23,1637625600000,56274.98,57980.0,55378.73,57571.52,729.474983,2024-03-27 04:49:38
2021-11-24,1637712000000,57571.52,57742.92,55904.28,57165.63,504.890531,2024-03-27 04:49:38
2021-11-25,1637798400000,57165.63,59378.73,57000.0,58874.68,562.190894,2024-03-27 04:49:38
2021-11-26,1637884800000,58874.68,59124.89,53500.0,53730.45,1353.858025,2024-03-27 04:49:38
2021-11-27,1637971200000,53730.45,55279.63,53636.89,54748.69,480.90183,2024-03-27 04:49:38
2021-11-28,1638057600000,54748.69,57419.85,53272.61,57276.97,719.464883,2024-03-27 04:49:38
2021-11-29,1638144000000,57276.97,58818.26,56681.05,57749.68,697.040074,2024-03-27 04:49:38
2021-11-30,1638230400000,57749.68,59160.16,55898.52,56891.82,993.599752,2024-03-27 04:49:38
2021-12-01,1638316800000,56891.82,58937.15,56435.68,57171.49,1024.10945,2024-03-27 04:49:38
2021-12-02,1638403200000,57171.49,57338.94,55755.58,56452.9,806.223388,2024-03-27 04:49:38
2021-12-03,1638489600000,56452.9,57550.0,51662.51,53650.0,1416.324819,2024-03-27 04:49:38
2021-12-04,1638576000000,53650.0,53850.19,42356.01,49202.39,2571.266073,2024-03-27 04:49:38
2021-12-05,1638662400000,49202.39,49719.62,47750.0,49371.16,1229.22718,2024-03-27 04:49:38
2021-12-06,1638748800000,49371.16,50848.55,47070.0,50446.86,1412.518501,2024-03-27 04:49:38
2021-12-07,1638835200000,50446.86,51899.24,50017.12,50573.81,1123.498982,2024-03-27 04:49:38
2021-12-08,1638921600000,50573.81,51195.24,48600.0,50438.98,881.633075,2024-03-27 04:49:38
2021-12-09,1639008000000,50438.98,50765.97,47340.74,47578.87,975.901343,2024-03-27 04:49:38
2021-12-10,1639094400000,47578.87,50069.0,46904.44,47185.58,1261.645624,2024-03-27 04:49:38
2021-12-11,1639180800000,47185.58,49486.18,46780.0,49363.33,638.07832,2024-03-27 04:49:38
2021-12-12,1639267200000,49363.33,50778.0,48664.25,50068.01,633.368056,2024-03-27 04:49:38
2021-12-13,1639353600000,50068.01,50175.57,45782.44,46692.89,1400.571395,2024-03-27 04:49:38
2021-12-14,1639440000000,46692.89,48646.96,46294.56,48361.9,1008.947665,2024-03-27 04:49:38
2021-12-15,1639526400000,48361.9,49473.92,46553.63,48864.41,1412.838744,2024-03-27 04:49:38
2021-12-16,1639612800000,48864.41,49432.45,47536.12,47635.25,678.538399,2024-03-27 04:49:38
2021-12-17,1639699200000,47635.25,48003.49,45486.65,46176.1,885.152664,2024-03-27 04:49:38
2021-12-18,1639785600000,46176.1,47340.29,45510.91,46849.19,580.816332,2024-03-27 04:49:38
2021-12-19,1639872000000,46849.19,48304.83,46437.15,46681.75,858.51694,2024-03-27 04:49:38
2021-12-20,1639958400000,46681.75,47500.0,45566.01,46910.34,744.947008,2024-03-27 04:49:38
2021-12-21,1640044800000,46910.34,49318.01,46651.17,48901.71,1072.469813,2024-03-27 04:49:38
2021-12-22,1640131200000,48901.71,49554.0,48421.5,48596.73,811.536777,2024-03-27 04:49:38
2021-12-23,1640217600000,48596.73,51345.67,48031.06,50787.05,1452.390729,2024-03-27 04:49:38
2021-12-24,1640304000000,50787.05,51822.46,50415.59,50811.54,1522.955519,2024-03-27 04:49:38
2021-12-25,1640390400000,50811.54,51127.04,50189.0,50404.25,1447.0968,2024-03-27 04:49:38
2021-12-26,1640476800000,50404.25,51266.53,49420.41,50771.79,1207.320243,2024-03-27 04:49:38
2021-12-27,1640563200000,50771.79,52072.17,50469.73,50674.5,1881.51612,2024-03-27 04:49:38
2021-12-28,1640649600000,50674.5,50697.77,47325.65,47540.0,3957.093337,2024-03-27 04:49:38
2021-12-29,1640736000000,47540.0,48152.43,46086.15,46479.27,2829.059053,2024-03-27 04:49:38
2021-12-30,1640822400000,46479.27,47907.73,45959.84,47117.73,1495.990106,2024-03-27 04:49:38
2021-12-31,1640908800000,47117.73,48587.71,45668.58,46198.56,1960.62086,2024-03-27 04:49:38
2022-01-01,1640995200000,46198.56,47949.99,46198.56,47729.81,1267.849837,2024-03-27 04:49:38
2022-01-02,1641081600000,47729.81,47974.43,46666.0,47286.53,1167.114272,2024-03-27 04:49:38
2022-01-03,1641168000000,47286.53,47569.18,45727.44,46450.57,1331.044018,2024-03-27 04:49:38
2022-01-04,1641254400000,46450.57,47517.97,45572.35,45828.49,1160.030517,2024-03-27 04:49:38
2022-01-05,1641340800000,45828.49,47045.55,42518.73,43419.31,1682.634323,2024-03-27 04:49:38
2022-01-06,1641427200000,43419.31,43782.71,42434.63,43097.54,1747.791241,2024-03-27 04:49:38
2022-01-07,1641513600000,43097.54,43140.22,40625.0,41550.0,1900.137277,2024-03-27 04:49:38
2022-01-08,1641600000000,41550.0,42300.0,40521.62,41676.13,731.92936,2024-03-27 04:49:38
2022-01-09,1641686400000,41676.13,42775.7,41215.49,41855.61,653.508305,2024-03-27 04:49:38
2022-01-10,1641772800000,41855.61,42239.21,39655.01,41819.2,1389.32042,2024-03-27 04:49:38
2022-01-11,1641859200000,41819.2,43107.79,41261.08,42725.58,1249.436355,2024-03-27 04:49:38
2022-01-12,1641945600000,42725.58,44291.32,42450.0,43907.95,1226.75935,2024-03-27 04:49:38
2022-01-13,1642032000000,43907.95,44414.76,42312.4,42570.32,1009.413836,2024-03-27 04:49:38
2022-01-14,1642118400000,42570.32,43443.07,41761.01,43067.32,1120.230974,2024-03-27 04:49:38
2022-01-15,1642204800000,43067.32,43791.34,42550.01,43070.0,673.455636,2024-03-27 04:49:38
2022-01-16,1642291200000,43070.0,43477.37,42600.0,43080.24,567.618805,2024-03-27 04:49:38
2022-01-17,1642377600000,43080.24,43177.52,41545.35,42203.61,836.904092,2024-03-27 04:49:38
2022-01-18,1642464000000,42203.61,42666.35,41287.08,42361.25,1107.802138,2024-03-27 04:49:38
2022-01-19,1642550400000,42361.25,42550.44,41139.25,41650.45,1275.558558,2024-03-27 04:49:38
2022-01-20,1642636800000,41650.45,43499.98,40580.0,40700.0,1344.186273,2024-03-27 04:49:38
2022-01-21,1642723200000,40700.0,41104.67,35457.0,36443.48,2916.074421,2024-03-27 04:49:38
2022-01-22,1642809600000,36443.48,36831.94,34021.01,35047.73,2151.268584,2024-03-27 04:49:38
2022-01-23,1642896000000,35047.73,36499.0,34629.61,36266.26,786.486142,2024-03-27 04:49:38
2022-01-24,1642982400000,36266.26,37540.2,32961.52,36667.55,2523.80255,2024-03-27 04:49:38
2022-01-25,1643068800000,36667.55,37529.98,35715.71,36953.45,1121.807029,2024-03-27 04:49:38
2022-01-26,1643155200000,36953.45,38903.48,36256.91,36817.96,1467.601021,2024-03-27 04:49:38
2022-01-27,1643241600000,36817.96,37213.11,35513.34,37200.09,1301.609684,2024-03-27 04:49:38
2022-01-28,1643328000000,37200.09,37990.0,36163.56,37711.78,1308.561533,2024-03-27 04:49:38
2022-01-29,1643414400000,37711.78,38749.93,37310.0,38148.85,835.429182,2024-03-27 04:49:38
2022-01-30,1643500800000,38148.85,38377.14,37360.14,37944.21,652.494489,2024-03-27 04:49:38
2022-01-31,1643587200000,37944.21,38768.13,36655.0,38454.49,1422.541491,2024-03-27 04:49:38
2022-02-01,1643673600000,38454.49,39274.99,37978.46,38697.45,1304.355036,2024-03-27 04:49:38
2022-02-02,1643760000000,38697.45,38858.16,36606.09,36898.91,1242.965677,2024-03-27 04:49:38
2022-02-03,1643846400000,36898.91,37421.07,36244.75,37306.64,993.738339,2024-03-27 04:49:38
2022-02-04,1643932800000,37306.64,41703.3,37032.29,41549.33,1715.620839,2024-03-27 04:49:38
2022-02-05,1644019200000,41549.33,41900.0,40933.97,41369.52,1092.79674,2024-03-27 04:49:38
2022-02-06,1644105600000,41369.52,42669.98,41124.86,42377.65,696.826581,2024-03-27 04:49:38
2022-02-07,1644192000000,42377.65,44480.0,41653.86,43823.01,1820.65264,2024-03-27 04:49:38
2022-02-08,1644278400000,43823.01,45470.0,42666.0,44027.52,2091.155938,2024-03-27 04:49:38
2022-02-09,1644364800000,44027.52,44799.1,43117.81,44374.57,1849.159864,2024-03-27 04:49:38
2022-02-10,1644451200000,44374.57,45799.0,43200.0,43486.15,2615.52904,2024-03-27 04:49:38
2022-02-11,1644537600000,43486.15,43913.02,41962.86,42373.25,2183.277402,2024-03-27 04:49:38
2022-02-12,1644624000000,42373.25,42990.12,41737.59,42208.29,702.23933,2024-03-27 04:49:38
2022-02-13,1644710400000,42208.29,42750.0,41871.01,42051.54,739.292748,2024-03-27 04:49:38
2022-02-14,1644796800000,42051.54,42842.48,41560.66,42532.78,1529.84663,2024-03-27 04:49:38
2022-02-15,1644883200000,42532.78,44747.61,42415.05,44537.97,1535.568549,2024-03-27 04:49:38
2022-02-16,1644969600000,44537.97,44545.13,43279.2,43852.75,1082.940949,2024-03-27 04:49:38
2022-02-17,1645056000000,43852.75,44157.06,40050.0,40538.28,1896.762825,2024-03-27 04:49:38
2022-02-18,1645142400000,40538.28,40950.03,39437.16,39969.71,1500.174704,2024-03-27 04:49:38
2022-02-19,1645228800000,39969.71,40447.35,39642.04,40091.28,571.37656,2024-03-27 04:49:38
2022-02-20,1645315200000,40091.28,40112.35,38000.0,38379.6,922.334473,2024-03-27 04:49:38
2022-02-21,1645401600000,38379.6,39478.12,36788.93,37001.54,2358.966791,2024-03-27 04:49:38
2022-02-22,1645488000000,37001.54,38419.12,36334.18,38242.38,1837.647049,2024-03-27 04:49:38
2022-02-23,1645574400000,38242.38,39250.0,37033.48,37222.66,1422.586624,2024-03-27 04:49:38
2022-02-24,1645660800000,37222.66,39790.0,34311.12,38320.27,3447.056833,2024-03-27 04:49:38
2022-02-25,1645747200000,38320.27,39682.36,38027.31,39199.35,1619.855918,2024-03-27 04:49:38
2022-02-26,1645833600000,39199.35,40315.83,38581.0,39104.76,768.381481,2024-03-27 04:49:38
2022-02-27,1645920000000,39104.76,39858.29,37000.0,37662.03,1313.542721,2024-03-27 04:49:38
2022-02-28,1646006400000,37662.03,44225.71,37436.93,43178.53,2420.552195,2024-03-27 04:49:38
2022-03-01,1646092800000,43178.53,44978.55,42834.83,44409.75,1932.448519,2024-03-27 04:49:38
2022-03-02,1646179200000,44409.75,45338.18,43324.95,43900.44,1591.960403,2024-03-27 04:49:38
2022-03-03,1646265600000,43900.44,44083.33,41843.94,42467.63,1968.83472,2024-03-27 04:49:38
2022-03-04,1646352000000,42467.63,42517.19,38522.16,39147.92,4275.329252,2024-03-27 04:49:38
2022-03-05,1646438400000,39147.92,39601.47,38583.33,39394.11,1587.088609,2024-03-27 04:49:38
2022-03-06,1646524800000,39394.11,39676.68,38100.0,38387.97,1866.601568,2024-03-27 04:49:38
2022-03-07,1646611200000,38387.97,39542.38,37155.76,38005.14,3747.458097,2024-03-27 04:49:38
2022-03-08,1646697600000,38005.14,39368.73,37875.76,38725.35,4207.607882,2024-03-27 04:49:38
2022-03-09,1646784000000,38725.35,42582.09,38659.83,41941.57,5195.569327,2024-03-27 04:49:38
2022-03-10,1646870400000,41941.57,42038.48,38529.8,39415.0,6351.181082,2024-03-27 04:49:38
2022-03-11,1646956800000,39415.0,40232.46,38232.65,38727.01,6369.021624,2024-03-27 04:49:38
2022-03-12,1647043200000,38727.01,39542.69,38664.14,38795.01,1564.304705,2024-03-27 04:49:38
2022-03-13,1647129600000,38795.01,39310.76,37580.92,37773.52,1921.267244,2024-03-27 04:49:38
2022-03-14,1647216000000,37773.52,39930.82,37565.23,39667.58,3231.016435,2024-03-27 04:49:38
2022-03-15,1647302400000,39667.58,39895.0,38125.01,39275.96,3961.579503,2024-03-27 04:49:38
2022-03-16,1647388800000,39275.96,41709.99,38825.0,41107.77,7634.908714,2024-03-27 04:49:38
2022-03-17,1647475200000,41107.77,41460.51,40504.02,40912.43,3865.493959,2024-03-27 04:49:38
2022-03-18,1647561600000,40912.43,42320.0,40139.64,41751.44,4819.982049,2024-03-27 04:49:38
2022-03-19,1647648000000,41751.44,42395.24,41500.01,42194.5,4224.352244,2024-03-27 04:49:38
2022-03-20,1647734400000,42194.5,42283.45,40913.58,41256.06,4742.313777,2024-03-27 04:49:38
2022-03-21,1647820800000,41256.06,41544.49,40500.0,41000.0,6019.878851,2024-03-27 04:49:38
2022-03-22,1647907200000,41000.0,43381.59,40870.2,42357.83,6023.188605,2024-03-27 04:49:38
2022-03-23,1647993600000,42357.83,43025.01,41754.82,42891.39,5052.833905,2024-03-27 04:49:38
2022-03-24,1648080000000,42891.39,44221.99,42611.0,43991.52,5874.522961,2024-03-27 04:49:38
2022-03-25,1648166400000,43991.52,45110.0,43566.97,44306.33,4156.157818,2024-03-27 04:49:38
2022-03-26,1648252800000,44306.33,44796.58,44070.01,44514.73,1638.552355,2024-03-27 04:49:38
2022-03-27,1648339200000,44514.73,47000.0,44427.28,46841.13,2750.776459,2024-03-27 04:49:38
2022-03-28,1648425600000,46841.13,48187.75,46651.05,47127.99,2660.701221,2024-03-27 04:49:38
2022-03-29,1648512000000,47127.99,48100.0,46929.53,47433.63,2492.874291,2024-03-27 04:49:38
2022-03-30,1648598400000,47433.63,47696.43,46494.49,47057.17,1768.404498,2024-03-27 04:49:38
2022-03-31,1648684800000,47057.17,47607.91,45201.34,45513.51,2145.493353,2024-03-27 04:49:38
2022-04-01,1648771200000,45513.51,46700.0,44214.81,46279.92,3274.689283,2024-03-27 04:49:38
